episode,return
534,180.0
535,200.0
536,110.0
537,250.0
538,210.0
539,280.0
540,460.0
541,400.0
542,360.0
543,470.0
544,300.0
545,360.0
546,200.0
547,170.0
548,260.0
549,280.0
550,200.0
551,250.0
552,380.0
553,180.0
554,230.0
555,270.0
556,440.0
557,310.0
558,230.0
559,290.0
560,280.0
561,170.0
562,260.0
563,130.0
564,300.0
565,280.0
566,390.0
567,170.0
568,440.0
569,180.0
570,290.0
571,1190.0
572,240.0
573,260.0
574,220.0
575,330.0
576,190.0
577,400.0
578,310.0
579,220.0
580,270.0
581,130.0
582,380.0
583,280.0
584,880.0
585,260.0
586,350.0
587,980.0
588,220.0
589,230.0
590,400.0
591,340.0
592,310.0
593,240.0
594,300.0
595,180.0
596,340.0
597,310.0
598,360.0
599,140.0
600,250.0
601,190.0
602,320.0
603,160.0
604,320.0
605,180.0
606,360.0
607,370.0
608,220.0
609,590.0
610,250.0
611,330.0
612,180.0
613,240.0
614,280.0
615,90.0
616,280.0
617,170.0
618,370.0
619,460.0
620,290.0
621,180.0
622,220.0
623,380.0
624,270.0
625,320.0
626,150.0
627,610.0
628,190.0
629,150.0
630,200.0
631,130.0
632,230.0
633,220.0
634,150.0
635,230.0
636,200.0
637,300.0
638,390.0
639,260.0
640,280.0
641,160.0
642,460.0
643,260.0
644,230.0
645,190.0
646,370.0
647,180.0
648,330.0
649,140.0
650,270.0
651,390.0
652,320.0
653,460.0
654,310.0
655,340.0
656,900.0
657,210.0
658,250.0
659,660.0
660,230.0
661,240.0
662,180.0
663,470.0
664,300.0
665,120.0
666,120.0
667,210.0
668,310.0
669,140.0
670,260.0
671,430.0
672,490.0
673,590.0
674,680.0
675,260.0
676,700.0
677,130.0
678,180.0
679,230.0
680,870.0
681,270.0
682,340.0
683,330.0
684,330.0
685,270.0
686,360.0
687,210.0
688,320.0
689,350.0
690,140.0
691,100.0
692,260.0
693,250.0
694,520.0
695,840.0
696,490.0
697,190.0
698,190.0
699,370.0
700,210.0
701,180.0
702,250.0
703,550.0
704,130.0
705,580.0
706,720.0
707,290.0
708,170.0
709,370.0
710,330.0
711,430.0
712,190.0
713,170.0
714,180.0
715,350.0
716,300.0
717,230.0
718,180.0
719,240.0
720,340.0
721,310.0
722,270.0
723,520.0
724,690.0
725,320.0
726,1300.0
727,160.0
728,340.0
729,210.0
730,300.0
731,300.0
732,190.0
733,220.0
734,670.0
735,200.0
736,390.0
737,190.0
738,230.0
739,310.0
740,270.0
741,750.0
742,240.0
743,300.0
744,80.0
745,180.0
746,380.0
747,150.0
748,120.0
749,460.0
750,340.0
751,1100.0
752,110.0
753,470.0
754,220.0
755,600.0
756,190.0
757,190.0
758,340.0
759,390.0
760,280.0
761,180.0
762,290.0
763,170.0
764,270.0
765,310.0
766,200.0
767,130.0
768,160.0
769,280.0
770,320.0
771,450.0
772,380.0
773,320.0
774,240.0
775,200.0
776,910.0
777,430.0
778,270.0
779,310.0
780,250.0
781,140.0
782,260.0
783,220.0
784,220.0
785,430.0
786,230.0
787,120.0
788,250.0
789,190.0
790,200.0
791,600.0
792,330.0
793,330.0
794,340.0
795,270.0
796,330.0
797,130.0
798,470.0
799,200.0
800,260.0
801,370.0
802,180.0
803,300.0
804,110.0
805,310.0
806,330.0
807,360.0
808,260.0
809,320.0
810,170.0
811,300.0
812,220.0
813,230.0
814,570.0
815,370.0
816,450.0
817,310.0
818,150.0
819,220.0
820,210.0
821,260.0
822,290.0
823,210.0
824,290.0
825,340.0
826,330.0
827,200.0
828,300.0
829,490.0
830,200.0
831,140.0
832,1060.0
833,260.0
834,120.0
835,170.0
836,310.0
837,290.0
838,280.0
839,320.0
840,200.0
841,270.0
842,270.0
843,770.0
844,180.0
845,300.0
846,130.0
847,390.0
848,290.0
849,380.0
850,580.0
851,240.0
852,510.0
853,150.0
854,300.0
855,380.0
856,180.0
857,220.0
858,380.0
859,190.0
860,390.0
861,140.0
862,190.0
863,280.0
864,210.0
865,250.0
866,110.0
867,250.0
868,580.0
869,260.0
870,200.0
871,190.0
872,730.0
873,260.0
874,390.0
875,580.0
876,330.0
877,260.0
878,230.0
879,1160.0
880,270.0
881,200.0
882,240.0
883,370.0
884,290.0
885,230.0
886,210.0
887,390.0
888,210.0
889,190.0
890,200.0
891,230.0
892,320.0
893,310.0
894,160.0
895,220.0
896,170.0
897,210.0
898,260.0
899,180.0
900,620.0
901,180.0
902,210.0
903,310.0
904,280.0
905,270.0
906,420.0
907,200.0
908,300.0
909,440.0
910,170.0
911,490.0
912,350.0
913,150.0
914,230.0
915,580.0
916,330.0
917,340.0
918,260.0
919,350.0
920,290.0
921,330.0
922,400.0
923,350.0
924,130.0
925,310.0
926,250.0
927,190.0
928,400.0
929,260.0
930,550.0
931,300.0
932,380.0
933,240.0
934,300.0
935,210.0
936,300.0
937,1040.0
938,170.0
939,90.0
940,230.0
941,140.0
942,130.0
943,270.0
944,520.0
945,280.0
946,790.0
947,260.0
948,320.0
949,730.0
950,340.0
951,170.0
952,620.0
953,350.0
954,260.0
955,250.0
956,250.0
957,410.0
958,310.0
959,250.0
960,170.0
961,280.0
962,290.0
963,110.0
964,250.0
965,240.0
966,220.0
967,210.0
968,260.0
969,240.0
970,470.0
971,190.0
972,450.0
973,400.0
974,270.0
975,280.0
976,1010.0
977,290.0
978,320.0
979,260.0
980,210.0
981,240.0
982,190.0
983,120.0
984,270.0
985,230.0
986,270.0
987,400.0
988,220.0
989,240.0
990,890.0
991,200.0
992,220.0
993,220.0
994,430.0
995,440.0
996,160.0
997,260.0
998,280.0
999,320.0
1000,280.0
1001,280.0
1002,240.0
1003,170.0
1004,150.0
1005,280.0
1006,180.0
1007,220.0
1008,490.0
1009,370.0
1010,270.0
1011,320.0
1012,390.0
1013,660.0
1014,280.0
1015,280.0
1016,230.0
1017,210.0
1018,220.0
1019,350.0
1020,690.0
1021,160.0
1022,180.0
1023,290.0
1024,390.0
1025,290.0
1026,220.0
1027,290.0
1028,310.0
1029,250.0
1030,210.0
1031,290.0
1032,220.0
1033,320.0
1034,230.0
1035,270.0
1036,580.0
1037,310.0
1038,280.0
1039,320.0
1040,260.0
1041,250.0
1042,280.0
1043,230.0
1044,290.0
1045,240.0
1046,280.0
1047,380.0
1048,310.0
1049,290.0
1050,230.0
1051,310.0
1052,390.0
1053,290.0
1054,280.0
1055,280.0
1056,290.0
1057,250.0
1058,670.0
1059,200.0
1060,320.0
1061,240.0
1062,250.0
1063,240.0
1064,180.0
1065,460.0
1066,270.0
1067,200.0
1068,310.0
1069,450.0
1070,920.0
1071,330.0
1072,550.0
1073,260.0
1074,230.0
1075,210.0
1076,240.0
1077,240.0
1078,300.0
1079,280.0
1080,160.0
1081,1150.0
1082,370.0
1083,200.0
1084,420.0
1085,250.0
1086,310.0
1087,1900.0
1088,280.0
1089,200.0
1090,280.0
1091,290.0
1092,110.0
1093,310.0
1094,120.0
1095,300.0
1096,280.0
1097,320.0
1098,200.0
1099,150.0
1100,270.0
1101,770.0
1102,130.0
1103,330.0
1104,390.0
1105,220.0
1106,250.0
1107,250.0
1108,250.0
1109,260.0
1110,630.0
1111,370.0
1112,200.0
1113,390.0
1114,280.0
1115,590.0
1116,190.0
1117,340.0
1118,230.0
1119,270.0
1120,970.0
1121,280.0
1122,250.0
1123,360.0
1124,310.0
1125,190.0
1126,360.0
1127,470.0
1128,290.0
1129,210.0
1130,390.0
1131,340.0
1132,310.0
1133,330.0
1134,280.0
1135,280.0
1136,220.0
1137,570.0
1138,260.0
1139,270.0
1140,700.0
1141,310.0
1142,880.0
1143,220.0
1144,230.0
1145,1450.0
1146,310.0
1147,310.0
1148,370.0
1149,300.0
1150,270.0
1151,360.0
1152,230.0
1153,380.0
1154,250.0
1155,180.0
1156,440.0
1157,310.0
1158,320.0
1159,300.0
1160,210.0
1161,160.0
1162,340.0
1163,150.0
1164,250.0
1165,200.0
1166,210.0
1167,250.0
1168,670.0
1169,300.0
1170,210.0
1171,270.0
1172,310.0
1173,220.0
1174,320.0
1175,1050.0
1176,280.0
1177,210.0
1178,230.0
1179,210.0
1180,280.0
1181,320.0
1182,360.0
1183,240.0
1184,310.0
1185,290.0
1186,360.0
1187,200.0
1188,240.0
1189,310.0
1190,270.0
1191,1120.0
1192,400.0
1193,270.0
1194,350.0
1195,400.0
1196,420.0
1197,220.0
1198,360.0
1199,280.0
1200,1040.0
1201,350.0
1202,350.0
1203,780.0
1204,320.0
1205,320.0
1206,280.0
1207,310.0
1208,1000.0
1209,270.0
1210,320.0
1211,300.0
1212,90.0
1213,290.0
1214,280.0
1215,330.0
1216,300.0
1217,360.0
1218,170.0
1219,620.0
1220,110.0
1221,360.0
1222,480.0
1223,220.0
1224,210.0
1225,240.0
1226,300.0
1227,290.0
1228,310.0
1229,360.0
1230,530.0
1231,90.0
1232,660.0
1233,260.0
1234,300.0
1235,510.0
1236,300.0
1237,250.0
1238,210.0
1239,240.0
1240,230.0
1241,390.0
1242,330.0
1243,260.0
1244,490.0
1245,340.0
1246,250.0
1247,310.0
1248,340.0
1249,190.0
1250,290.0
1251,330.0
1252,190.0
1253,370.0
1254,240.0
1255,790.0
1256,450.0
1257,380.0
1258,220.0
1259,510.0
1260,270.0
1261,240.0
1262,240.0
1263,190.0
1264,640.0
1265,280.0
1266,260.0
1267,170.0
1268,260.0
1269,210.0
1270,530.0
1271,280.0
1272,240.0
1273,470.0
1274,400.0
1275,230.0
1276,280.0
1277,240.0
1278,300.0
1279,350.0
1280,370.0
1281,260.0
1282,350.0
1283,340.0
1284,500.0
1285,400.0
1286,250.0
1287,310.0
1288,170.0
1289,290.0
1290,530.0
1291,280.0
1292,300.0
1293,330.0
1294,350.0
1295,160.0
1296,270.0
1297,330.0
1298,390.0
1299,350.0
1300,170.0
1301,490.0
1302,330.0
1303,150.0
1304,220.0
1305,420.0
1306,240.0
1307,280.0
1308,210.0
1309,210.0
1310,490.0
1311,1160.0
1312,260.0
1313,370.0
1314,1010.0
1315,210.0
1316,270.0
1317,250.0
1318,290.0
1319,390.0
1320,290.0
1321,160.0
1322,330.0
1323,370.0
1324,280.0
1325,330.0
1326,290.0
1327,230.0
1328,640.0
1329,680.0
1330,460.0
1331,480.0
1332,270.0
1333,250.0
1334,330.0
1335,250.0
1336,610.0
1337,240.0
1338,840.0
1339,260.0
1340,330.0
1341,260.0
1342,450.0
1343,390.0
1344,280.0
1345,190.0
1346,160.0
1347,710.0
1348,480.0
1349,190.0
1350,270.0
1351,290.0
1352,1010.0
1353,410.0
1354,660.0
1355,200.0
1356,370.0
1357,300.0
1358,330.0
1359,690.0
1360,440.0
1361,420.0
1362,180.0
1363,200.0
1364,470.0
1365,290.0
1366,220.0
1367,320.0
1368,400.0
1369,300.0
1370,300.0
1371,260.0
1372,520.0
1373,350.0
1374,430.0
1375,290.0
1376,230.0
1377,180.0
1378,330.0
1379,320.0
1380,270.0
1381,240.0
1382,580.0
1383,340.0
1384,210.0
1385,350.0
1386,250.0
1387,200.0
1388,350.0
1389,320.0
1390,290.0
1391,230.0
1392,390.0
1393,240.0
1394,240.0
1395,260.0
1396,260.0
1397,300.0
1398,220.0
1399,340.0
1400,260.0
1401,350.0
1402,280.0
1403,580.0
1404,330.0
1405,1000.0
1406,240.0
1407,600.0
1408,240.0
1409,270.0
1410,310.0
1411,370.0
1412,250.0
1413,350.0
1414,280.0
1415,160.0
1416,530.0
1417,800.0
1418,370.0
1419,260.0
1420,330.0
1421,510.0
1422,320.0
1423,270.0
1424,310.0
1425,330.0
1426,230.0
1427,370.0
1428,310.0
1429,220.0
1430,200.0
1431,560.0
1432,330.0
1433,340.0
1434,240.0
1435,350.0
1436,220.0
1437,370.0
1438,300.0
1439,400.0
1440,540.0
1441,640.0
1442,230.0
1443,260.0
1444,200.0
1445,170.0
1446,330.0
1447,310.0
1448,550.0
1449,240.0
1450,350.0
1451,290.0
1452,280.0
1453,310.0
1454,120.0
1455,1170.0
1456,200.0
1457,410.0
1458,260.0
1459,360.0
1460,830.0
1461,290.0
1462,290.0
1463,390.0
1464,330.0
1465,270.0
1466,240.0
1467,350.0
1468,300.0
1469,550.0
1470,250.0
1471,410.0
1472,270.0
1473,320.0
1474,310.0
1475,260.0
1476,400.0
1477,730.0
1478,390.0
1479,360.0
1480,430.0
1481,400.0
1482,220.0
1483,300.0
1484,170.0
1485,250.0
1486,330.0
1487,380.0
1488,470.0
1489,430.0
1490,290.0
1491,240.0
1492,360.0
1493,260.0
1494,270.0
1495,530.0
1496,280.0
1497,340.0
1498,370.0
1499,350.0
1500,270.0
1501,450.0
1502,350.0
1503,830.0
1504,220.0
1505,330.0
1506,600.0
1507,330.0
1508,360.0
1509,510.0
1510,390.0
1511,460.0
1512,350.0
1513,740.0
1514,640.0
1515,310.0
1516,310.0
1517,470.0
1518,440.0
1519,350.0
1520,340.0
1521,280.0
1522,270.0
1523,300.0
1524,460.0
1525,280.0
1526,710.0
1527,400.0
1528,350.0
1529,390.0
1530,310.0
1531,310.0
1532,190.0
1533,240.0
1534,540.0
1535,320.0
1536,230.0
1537,240.0
1538,160.0
1539,460.0
1540,280.0
1541,290.0
1542,220.0
1543,1110.0
1544,270.0
1545,310.0
1546,250.0
1547,170.0
1548,370.0
1549,420.0
1550,350.0
1551,260.0
1552,470.0
1553,450.0
1554,250.0
1555,370.0
1556,540.0
1557,170.0
1558,290.0
1559,460.0
1560,310.0
1561,590.0
1562,550.0
1563,490.0
1564,280.0
1565,570.0
1566,360.0
1567,230.0
1568,400.0
1569,300.0
1570,300.0
1571,380.0
1572,410.0
1573,670.0
1574,360.0
1575,230.0
1576,390.0
1577,330.0
1578,430.0
1579,270.0
1580,300.0
1581,440.0
1582,280.0
1583,280.0
1584,260.0
1585,1750.0
1586,340.0
1587,300.0
1588,310.0
1589,450.0
1590,1350.0
1591,660.0
1592,470.0
1593,220.0
1594,420.0
1595,370.0
1596,610.0
1597,180.0
1598,380.0
1599,360.0
1600,310.0
1601,370.0
1602,270.0
1603,470.0
1604,250.0
1605,280.0
1606,430.0
1607,340.0
1608,370.0
1609,240.0
1610,1290.0
1611,150.0
1612,490.0
1613,280.0
1614,310.0
1615,290.0
1616,1140.0
1617,250.0
1618,520.0
1619,530.0
1620,350.0
1621,270.0
1622,340.0
1623,330.0
1624,290.0
1625,270.0
1626,250.0
1627,370.0
1628,370.0
1629,300.0
1630,850.0
1631,760.0
1632,450.0
1633,320.0
1634,570.0
1635,310.0
1636,420.0
1637,320.0
1638,340.0
1639,390.0
1640,200.0
1641,460.0
1642,710.0
1643,420.0
1644,280.0
1645,280.0
1646,310.0
1647,540.0
1648,300.0
1649,600.0
1650,250.0
1651,220.0
1652,300.0
1653,400.0
1654,260.0
1655,540.0
1656,240.0
1657,350.0
1658,260.0
1659,270.0
1660,390.0
1661,430.0
1662,340.0
1663,330.0
1664,230.0
1665,360.0
1666,200.0
1667,1300.0
1668,390.0
1669,300.0
1670,670.0
1671,140.0
1672,280.0
1673,570.0
1674,340.0
1675,400.0
1676,370.0
1677,270.0
1678,370.0
1679,700.0
1680,360.0
1681,200.0
1682,450.0
1683,580.0
1684,280.0
1685,270.0
1686,500.0
1687,310.0
1688,520.0
1689,560.0
1690,590.0
1691,370.0
1692,290.0
1693,330.0
1694,190.0
1695,320.0
1696,760.0
1697,250.0
1698,160.0
1699,750.0
1700,240.0
1701,420.0
1702,240.0
1703,310.0
1704,300.0
1705,760.0
1706,380.0
1707,360.0
1708,1010.0
1709,380.0
1710,710.0
1711,220.0
1712,250.0
1713,300.0
1714,300.0
1715,510.0
1716,760.0
1717,370.0
1718,310.0
1719,310.0
1720,430.0
1721,200.0
1722,410.0
1723,310.0
1724,1600.0
1725,260.0
1726,350.0
1727,270.0
1728,200.0
1729,350.0
1730,370.0
1731,380.0
1732,370.0
1733,230.0
1734,350.0
1735,450.0
1736,380.0
1737,370.0
1738,280.0
1739,330.0
1740,440.0
1741,200.0
1742,240.0
1743,190.0
1744,250.0
1745,230.0
1746,280.0
1747,390.0
1748,440.0
1749,260.0
1750,320.0
1751,230.0
1752,490.0
1753,560.0
1754,250.0
1755,310.0
1756,310.0
1757,550.0
1758,130.0
1759,420.0
1760,250.0
1761,650.0
1762,230.0
1763,590.0
1764,440.0
1765,330.0
1766,310.0
1767,230.0
1768,370.0
1769,460.0
1770,310.0
1771,430.0
1772,700.0
1773,310.0
1774,210.0
1775,100.0
1776,400.0
1777,430.0
1778,250.0
1779,320.0
1780,410.0
1781,280.0
1782,280.0
1783,270.0
1784,400.0
1785,190.0
1786,1600.0
1787,380.0
1788,820.0
1789,500.0
1790,390.0
1791,350.0
1792,820.0
1793,280.0
1794,390.0
1795,210.0
1796,380.0
1797,370.0
1798,170.0
1799,260.0
1800,340.0
1801,260.0
1802,1310.0
1803,500.0
1804,420.0
1805,240.0
1806,270.0
1807,260.0
1808,360.0
1809,340.0
1810,450.0
1811,350.0
1812,380.0
1813,400.0
1814,560.0
1815,260.0
1816,410.0
1817,240.0
1818,1070.0
1819,320.0
1820,210.0
1821,160.0
1822,490.0
1823,550.0
1824,290.0
1825,390.0
1826,310.0
1827,280.0
1828,590.0
1829,330.0
1830,280.0
1831,340.0
1832,340.0
1833,330.0
1834,370.0
1835,380.0
1836,310.0
1837,430.0
1838,240.0
1839,300.0
1840,760.0
1841,460.0
1842,790.0
1843,330.0
1844,300.0
1845,320.0
1846,590.0
1847,360.0
1848,180.0
1849,360.0
1850,300.0
1851,320.0
1852,360.0
1853,220.0
1854,590.0
1855,350.0
1856,300.0
1857,280.0
1858,410.0
1859,380.0
1860,200.0
1861,210.0
1862,260.0
1863,330.0
1864,280.0
1865,260.0
1866,270.0
1867,300.0
1868,260.0
1869,270.0
1870,630.0
1871,300.0
1872,350.0
1873,1100.0
1874,260.0
1875,410.0
1876,570.0
1877,300.0
1878,470.0
1879,270.0
1880,190.0
1881,310.0
1882,380.0
1883,330.0
1884,250.0
1885,380.0
1886,290.0
1887,300.0
1888,800.0
1889,110.0
1890,260.0
1891,270.0
1892,1240.0
1893,380.0
1894,760.0
1895,380.0
1896,370.0
1897,380.0
1898,340.0
1899,500.0
1900,490.0
1901,530.0
1902,290.0
1903,310.0
1904,200.0
1905,190.0
1906,260.0
1907,260.0
1908,730.0
1909,310.0
1910,310.0
1911,330.0
1912,440.0
1913,530.0
1914,1040.0
1915,1500.0
1916,420.0
1917,720.0
1918,800.0
1919,260.0
1920,400.0
1921,510.0
1922,440.0
1923,310.0
1924,1180.0
1925,450.0
1926,380.0
1927,290.0
1928,530.0
1929,440.0
1930,360.0
1931,420.0
1932,530.0
1933,670.0
1934,570.0
1935,1010.0
1936,330.0
1937,860.0
1938,270.0
1939,340.0
1940,390.0
1941,290.0
1942,390.0
1943,350.0
1944,250.0
1945,490.0
1946,350.0
1947,280.0
1948,320.0
1949,350.0
1950,460.0
1951,390.0
1952,330.0
1953,470.0
1954,1270.0
1955,1090.0
1956,260.0
1957,460.0
1958,330.0
1959,470.0
1960,570.0
1961,400.0
1962,1470.0
1963,1210.0
1964,410.0
1965,240.0
1966,700.0
1967,420.0
1968,370.0
1969,430.0
1970,370.0
1971,370.0
1972,730.0
1973,200.0
1974,440.0
1975,870.0
1976,200.0
1977,470.0
1978,340.0
1979,280.0
1980,410.0
1981,390.0
1982,850.0
1983,340.0
1984,850.0
1985,290.0
1986,480.0
1987,260.0
1988,480.0
1989,800.0
1990,390.0
1991,460.0
1992,340.0
1993,880.0
1994,320.0
1995,500.0
1996,410.0
1997,170.0
1998,320.0
1999,400.0
2000,340.0
2001,1070.0
2002,400.0
2003,540.0
2004,1180.0
2005,700.0
2006,370.0
2007,1000.0
2008,370.0
2009,460.0
2010,260.0
2011,370.0
2012,190.0
2013,260.0
2014,390.0
2015,340.0
2016,220.0
2017,340.0
2018,530.0
2019,370.0
2020,410.0
2021,320.0
2022,420.0
2023,200.0
2024,310.0
2025,490.0
2026,480.0
2027,410.0
2028,840.0
2029,270.0
2030,360.0
2031,440.0
2032,320.0
2033,420.0
2034,700.0
2035,300.0
2036,390.0
2037,750.0
2038,790.0
2039,280.0
2040,330.0
2041,420.0
2042,230.0
2043,280.0
2044,220.0
2045,310.0
2046,370.0
2047,370.0
2048,430.0
2049,320.0
2050,360.0
2051,300.0
2052,240.0
2053,340.0
2054,330.0
2055,540.0
2056,330.0
2057,250.0
2058,450.0
2059,460.0
2060,180.0
2061,500.0
2062,530.0
2063,270.0
2064,260.0
2065,300.0
2066,400.0
2067,190.0
2068,230.0
2069,350.0
2070,190.0
2071,300.0
2072,360.0
2073,420.0
2074,470.0
2075,410.0
2076,200.0
2077,300.0
2078,220.0
2079,340.0
2080,280.0
2081,310.0
2082,260.0
2083,380.0
2084,330.0
2085,270.0
2086,390.0
2087,320.0
2088,380.0
2089,570.0
2090,420.0
2091,310.0
2092,270.0
2093,290.0
2094,490.0
2095,580.0
2096,490.0
2097,1440.0
2098,1100.0
2099,300.0
2100,370.0
2101,480.0
2102,500.0
2103,200.0
2104,440.0
2105,1170.0
2106,730.0
2107,350.0
2108,370.0
2109,230.0
2110,300.0
2111,300.0
2112,230.0
2113,310.0
2114,340.0
2115,270.0
2116,330.0
2117,290.0
2118,400.0
2119,470.0
2120,340.0
2121,810.0
2122,160.0
2123,770.0
2124,400.0
2125,290.0
2126,340.0
2127,790.0
2128,240.0
2129,340.0
2130,350.0
2131,260.0
2132,300.0
2133,280.0
