episode,qmax
235,86.5059585571289
236,86.88268280029297
237,87.28937530517578
238,87.62297058105469
239,87.95709228515625
240,88.27129364013672
241,88.54415130615234
242,88.87935638427734
243,89.17937469482422
244,89.47417449951172
245,89.74224853515625
246,89.97368621826172
247,90.23271179199219
248,90.4755859375
249,90.76751708984375
250,90.98873138427734
251,91.25687408447266
252,91.437744140625
253,91.66197967529297
254,91.87686920166016
255,92.09227752685547
256,92.31465148925781
257,92.57459259033203
258,92.7092514038086
259,92.89681243896484
260,93.05857849121094
261,93.24532318115234
262,93.41874694824219
263,93.58162689208984
264,93.77450561523438
265,93.93128204345703
266,94.17601776123047
267,94.24342346191406
268,94.3985824584961
269,94.53589630126953
270,94.68177032470703
271,94.83146667480469
272,95.06641387939453
273,95.09110260009766
274,95.21395111083984
275,95.34625244140625
276,95.49006652832031
277,95.60790252685547
278,95.71834564208984
279,95.83739471435547
280,95.9631576538086
281,96.06761169433594
282,96.16499328613281
283,96.26483154296875
284,96.37462615966797
285,96.4668197631836
286,96.5641098022461
287,96.6583023071289
288,96.75569152832031
289,96.84678649902344
290,96.92290496826172
291,96.99554443359375
292,97.07496643066406
293,97.16401672363281
294,97.23942565917969
295,97.3167495727539
296,97.38765716552734
297,97.46986389160156
298,97.52033996582031
299,97.59656524658203
300,97.66220092773438
301,97.72630310058594
302,97.80819702148438
303,97.86180877685547
304,97.9083251953125
305,97.97560119628906
306,98.02266693115234
307,98.07709503173828
308,98.13384246826172
309,98.18889617919922
310,98.23524475097656
311,98.27430725097656
312,98.33839416503906
313,98.45437622070312
314,98.40634155273438
315,98.4649887084961
316,98.49883270263672
317,98.54887390136719
318,98.57357788085938
319,98.64354705810547
320,98.66020965576172
321,98.69662475585938
322,98.72718048095703
323,98.76232147216797
324,98.80718994140625
325,98.84904479980469
326,98.85722351074219
327,98.89263916015625
328,98.94795227050781
329,98.97111511230469
330,99.0207290649414
331,99.079833984375
332,99.02632904052734
333,99.0560302734375
334,99.07588958740234
335,99.11856079101562
336,99.18267822265625
337,99.15127563476562
338,99.17141723632812
339,99.21106719970703
340,99.2304916381836
341,99.23825073242188
342,99.26119995117188
343,99.27174377441406
344,99.29591369628906
345,99.33263397216797
346,99.33832550048828
347,99.35543060302734
348,99.40264129638672
349,99.44795227050781
350,99.4126205444336
351,99.47789001464844
352,99.45665740966797
353,99.47335815429688
354,99.52557373046875
355,99.50543212890625
356,99.53009033203125
357,99.56672668457031
358,99.54650115966797
359,99.55772399902344
360,99.56844329833984
361,99.61698913574219
362,99.65046691894531
363,99.62855529785156
364,99.61127471923828
365,99.62547302246094
366,99.61944580078125
367,99.66179656982422
368,99.69088745117188
369,99.8841552734375
370,99.67241668701172
371,99.70423126220703
372,99.7366943359375
373,99.70709991455078
374,99.72222137451172
375,99.75804901123047
376,99.73512268066406
377,99.76139831542969
378,99.76544189453125
379,99.79153442382812
380,99.763671875
381,99.80144500732422
382,99.806640625
383,99.81327819824219
384,99.82139587402344
385,99.82841491699219
386,99.83039855957031
387,99.83866882324219
388,99.83499908447266
389,99.84011840820312
390,99.85021209716797
391,99.86966705322266
392,99.86121368408203
393,99.8756332397461
394,99.8728256225586
395,99.87512969970703
396,99.86743927001953
397,99.8824691772461
398,99.89630126953125
399,99.89347076416016
400,99.89637756347656
401,99.90743255615234
402,99.90784454345703
403,99.92387390136719
404,99.91769409179688
405,99.91871643066406
406,99.92950439453125
407,99.93235778808594
408,99.94339752197266
409,99.94803619384766
410,99.94942474365234
411,99.9620132446289
412,99.98080444335938
413,99.98186492919922
414,99.9760513305664
415,99.97942352294922
416,99.98313903808594
417,99.99933624267578
418,99.99458312988281
419,100.00804138183594
420,100.00720977783203
421,100.01314544677734
422,100.01016235351562
423,100.00184631347656
424,100.0191879272461
425,100.02560424804688
426,100.04840087890625
427,100.04202270507812
428,100.02587890625
429,100.05009460449219
430,100.0108642578125
431,100.06144714355469
432,100.02933502197266
433,100.02530670166016
434,100.03125
435,100.03881072998047
436,100.04266357421875
437,100.05689239501953
438,100.05072784423828
439,100.0417251586914
440,99.99658203125
441,100.04750061035156
442,100.0494384765625
443,100.0646743774414
444,100.05046844482422
445,100.05238342285156
446,100.0562973022461
447,100.05406951904297
448,100.07018280029297
449,100.0713119506836
450,100.07028198242188
451,100.07210540771484
452,100.0741195678711
453,100.06146240234375
454,100.07329559326172
455,100.07335662841797
456,100.08386993408203
457,100.08633422851562
458,100.07522583007812
459,100.0802001953125
460,100.08580017089844
461,100.08331298828125
462,100.0699234008789
463,100.08051300048828
464,100.0811996459961
465,100.09789276123047
466,100.0906982421875
467,100.08839416503906
468,100.1010513305664
469,100.0926513671875
470,100.09402465820312
471,100.08171844482422
472,100.081298828125
