episode,return,loss
150,-20.0,-0.0008131597423925996
151,-20.0,-0.0011566540924832225
152,-21.0,-0.0009050708031281829
153,-20.0,0.002187310019508004
154,-21.0,-0.0035225353203713894
155,-19.0,-0.0024995156563818455
156,-21.0,0.004461447708308697
157,-20.0,0.0032246802002191544
158,-20.0,0.0009264533291570842
159,-21.0,0.003202310996130109
160,-21.0,-0.0008339865016750991
161,-21.0,0.0005232816329225898
162,-19.0,0.002302599838003516
163,-20.0,-0.0016947798430919647
164,-19.0,0.0030330040026456118
165,-20.0,0.0018729103030636907
166,-20.0,0.00039233863935805857
167,-21.0,0.0006097595323808491
168,-20.0,0.003441979642957449
169,-21.0,0.00046455051051452756
170,-19.0,-0.0010576992062851787
171,-21.0,-0.00013915680756326765
172,-21.0,-0.0029023040551692247
173,-21.0,-0.0007910512504167855
174,-21.0,-0.002248569158837199
175,-20.0,0.0042115869000554085
176,-20.0,0.0014880273956805468
177,-20.0,-5.233082265476696e-05
178,-21.0,0.0014266676735132933
179,-21.0,0.0011956983944401145
180,-21.0,-0.0017164727905765176
181,-20.0,0.001457125530578196
182,-19.0,0.00036575767444446683
183,-20.0,-0.00046803808072581887
184,-20.0,0.0008616669801995158
185,-19.0,0.002011571079492569
186,-20.0,-0.00023725772916805
187,-20.0,-0.002258520806208253
188,-21.0,-0.0005055630463175476
189,-21.0,0.0008848501602187753
190,-21.0,-0.003090075682848692
191,-21.0,-0.002029184950515628
192,-19.0,0.001427059411071241
193,-19.0,-0.0006538103334605694
194,-21.0,-0.0035347247030586004
195,-21.0,-0.0011020845267921686
196,-21.0,0.0001503286330262199
197,-21.0,-0.0017168833874166012
198,-19.0,0.002174007473513484
199,-21.0,0.002066699555143714
200,-21.0,-0.0008900315151549876
201,-21.0,-0.005157763138413429
202,-19.0,-2.870271600841079e-05
203,-20.0,0.0004543625400401652
204,-20.0,0.0005678475718013942
205,-21.0,0.0005252950941212475
206,-21.0,-0.002773661632090807
207,-21.0,-0.0024544952902942896
208,-20.0,0.0008196760900318623
209,-21.0,-9.659907664172351e-05
210,-20.0,-0.00013735509128309786
211,-21.0,-0.001086006173864007
212,-20.0,0.0028319531120359898
213,-21.0,0.00037870462983846664
214,-20.0,-0.00042073929216712713
215,-20.0,0.0015858416445553303
216,-19.0,-0.0024585104547441006
217,-20.0,-0.0008785520913079381
218,-21.0,-0.0029973771888762712
219,-20.0,0.0011177032720297575
220,-21.0,-0.002037663711234927
221,-21.0,-0.0024116910062730312
222,-19.0,-0.0025363005697727203
223,-21.0,0.00032872273004613817
224,-21.0,0.0002601373416837305
225,-21.0,-0.0040698787197470665
226,-21.0,-0.0022991644218564034
227,-21.0,0.002381692873314023
228,-21.0,0.0018604012439027429
229,-21.0,-0.004484421573579311
230,-21.0,-0.0012523834593594074
231,-21.0,0.005623973906040192
232,-20.0,0.002251256024464965
233,-21.0,0.004902609158307314
234,-20.0,-0.0015974781708791852
235,-21.0,0.004680504556745291
236,-19.0,0.0016806968487799168
237,-21.0,-0.005097210872918367
238,-21.0,-0.005185234826058149
239,-21.0,8.40928842080757e-05
240,-21.0,-0.0002701012708712369
241,-20.0,-0.0016050401609390974
242,-20.0,-0.0038849564734846354
243,-19.0,0.0023032217286527157
244,-21.0,-0.002819407731294632
245,-20.0,-0.0005826613632962108
246,-21.0,-0.005217279773205519
247,-21.0,0.00043289727182127535
248,-21.0,-0.0019465521909296513
249,-20.0,-0.004196763504296541
250,-20.0,0.006532094441354275
251,-21.0,0.001449468662030995
252,-20.0,0.003483453067019582
253,-20.0,0.000995470443740487
254,-21.0,-0.0006332246121019125
255,-20.0,0.00012215196329634637
256,-21.0,0.0028905333019793034
257,-20.0,-0.001177058438770473
258,-20.0,0.0013229456963017583
259,-18.0,0.0033090233337134123
260,-21.0,-0.0006930510280653834
261,-20.0,0.000544442911632359
262,-21.0,0.003116856561973691
263,-17.0,0.005038717295974493
264,-20.0,-0.0004397218581289053
265,-19.0,0.0008504095603711903
266,-21.0,-0.0010605438146740198
267,-20.0,-0.00020753259013872594
268,-21.0,-0.002792959101498127
269,-20.0,0.0027035633102059364
270,-20.0,-0.0007804484339430928
271,-21.0,0.0030647607054561377
272,-21.0,0.0025809493381530046
273,-19.0,0.003231597598642111
274,-21.0,0.0011285253567621112
275,-20.0,-0.0010324392933398485
276,-21.0,1.7252763427677564e-05
277,-20.0,-0.0006497779977507889
278,-19.0,-0.0010985820554196835
279,-21.0,-0.0021421259734779596
280,-21.0,-0.0016919943736866117
281,-21.0,-0.0028681906405836344
282,-21.0,-0.00016095585306175053
283,-20.0,-0.0006827794713899493
284,-21.0,-0.0014240826712921262
285,-21.0,-0.00016855992726050317
286,-21.0,-0.0005885650170966983
287,-20.0,-9.94383153738454e-05
288,-21.0,-0.0008812461164779961
289,-19.0,0.0006790343322791159
290,-19.0,-0.0020851583685725927
291,-20.0,-9.359262912767008e-05
292,-21.0,-0.0009714936022646725
293,-21.0,0.001222123159095645
294,-21.0,-0.003983385395258665
295,-21.0,-0.0003151964920107275
296,-20.0,3.8122373098303797e-06
297,-21.0,-0.000962289865128696
298,-18.0,-0.004878264386206865
299,-21.0,-0.0036007394082844257
300,-21.0,-7.963331881910563e-05
301,-21.0,-9.914813563227654e-05
302,-19.0,0.0020768309477716684
303,-19.0,0.0003789459296967834
304,-19.0,0.0013357895659282804
305,-20.0,0.00041927717393264174
306,-19.0,0.0006571474368683994
307,-21.0,0.0023486868012696505
308,-21.0,-0.002542144386097789
309,-21.0,0.000411458924645558
310,-19.0,0.0010279046837240458
311,-21.0,-0.0038944173138588667
312,-21.0,-0.0008995900861918926
313,-21.0,0.0013021007180213928
314,-19.0,0.00048706989036872983
315,-19.0,0.001884926576167345
316,-21.0,0.0019536104518920183
317,-19.0,-0.00018458256090525538
318,-21.0,-0.002063064370304346
319,-21.0,-0.0056131761521101
320,-21.0,-0.004238500725477934
321,-19.0,0.0018658179324120283
322,-21.0,-0.004178686533123255
323,-21.0,-0.0009186221286654472
324,-20.0,0.0018351617036387324
325,-20.0,0.00013248018512967974
326,-20.0,0.0011815227335318923
327,-20.0,-0.00353254284709692
328,-21.0,0.001053705345839262
329,-21.0,-0.0025862851180136204
330,-19.0,-0.0007200639229267836
331,-19.0,0.0008404469699598849
332,-21.0,0.0011717192828655243
333,-19.0,0.002227185061201453
334,-20.0,0.0005599135183729231
335,-21.0,0.0003797014942392707
336,-21.0,0.0015096135903149843
337,-20.0,-0.0008563954615965486
338,-21.0,-0.003092254977673292
339,-20.0,-0.001806575688533485
340,-21.0,-0.0004290039069019258
341,-18.0,-0.0014019465306773782
342,-21.0,-0.0027144565246999264
343,-20.0,0.00022118353808764368
344,-21.0,0.0009644417441450059
345,-20.0,-0.0071310061030089855
346,-21.0,0.0007752510136924684
347,-20.0,0.00044510033330880105
348,-21.0,-0.0005459525273181498
349,-20.0,0.0018825132865458727
350,-21.0,-0.0004171749169472605
351,-20.0,0.0028986362740397453
352,-20.0,0.0019320243736729026
353,-18.0,0.0014525119913741946
354,-21.0,-0.00012411763600539416
355,-20.0,-0.0013118693605065346
356,-20.0,-0.0019285229500383139
357,-21.0,-0.0003296429931651801
358,-21.0,-0.004355074837803841
359,-21.0,-0.004894387908279896
360,-21.0,0.0032670479267835617
361,-21.0,0.0006850669742561877
362,-21.0,-0.0021179416216909885
363,-21.0,0.0001927622070070356
364,-17.0,-0.0028433743864297867
365,-20.0,-0.002995652612298727
366,-18.0,-0.0017138906987383962
367,-19.0,-0.0009834779193624854
368,-21.0,-0.0023512879852205515
369,-21.0,0.00264017004519701
370,-21.0,-0.005920722149312496
371,-20.0,-0.00016703216533642262
372,-21.0,0.005143254064023495
373,-21.0,-0.00747842388227582
374,-20.0,-0.001935660606250167
375,-19.0,-0.001283682300709188
376,-21.0,0.00039753573946654797
377,-20.0,-0.00151752436067909
378,-20.0,0.0003598534385673702
379,-20.0,0.0007256442913785577
380,-21.0,0.002750355051830411
381,-21.0,-0.0022092589642852545
382,-21.0,-0.00010969184950226918
383,-20.0,-0.001974549377337098
384,-20.0,-0.0016639954410493374
385,-20.0,-0.0006187682738527656
386,-21.0,0.0027038794942200184
387,-21.0,-0.0036288828123360872
388,-20.0,0.0005649870727211237
389,-21.0,-0.0003296831564512104
390,-20.0,-0.0013774277176707983
391,-17.0,0.00023623982269782573
392,-21.0,-0.0015719010261818767
393,-20.0,0.000257689505815506
394,-21.0,-0.0027566109783947468
395,-20.0,-0.00018492780509404838
396,-21.0,-1.5063736100273672e-05
397,-19.0,-0.0009118026355281472
398,-21.0,0.0012625536182895303
399,-21.0,0.001177846104837954
400,-20.0,-0.004108134191483259
401,-20.0,-0.002552261808887124
402,-21.0,-0.0028147222474217415
403,-21.0,-0.0014155000681057572
404,-21.0,-0.001964577939361334
405,-21.0,-0.005290116649121046
406,-20.0,0.0009210793068632483
407,-21.0,0.0011856545461341739
408,-21.0,-0.002325786277651787
409,-20.0,-0.0036843325942754745
410,-21.0,0.0020143368747085333
411,-21.0,-0.0035526636056602
412,-21.0,-0.0009276230121031404
413,-21.0,-0.002196528948843479
414,-21.0,0.0015367348678410053
415,-19.0,-0.0014030197635293007
416,-20.0,-0.0010063445661216974
417,-20.0,0.0011563330190256238
418,-21.0,-0.0013709041522815824
419,-21.0,-0.0013848681701347232
420,-21.0,-0.001055141561664641
421,-20.0,-0.0017599561251699924
422,-21.0,-0.00197655544616282
423,-20.0,-0.002741194097325206
424,-17.0,0.0005415818304754794
425,-20.0,-0.001963916467502713
426,-21.0,-0.0018573575653135777
427,-21.0,-0.0023375931195914745
428,-21.0,-0.005827429238706827
429,-20.0,0.0018603358184918761
430,-21.0,-0.0031652289908379316
431,-19.0,-0.0028076875023543835
432,-20.0,-0.003150399774312973
433,-20.0,-0.001774069620296359
434,-21.0,0.0010578290093690157
435,-20.0,-0.002692396519705653
436,-20.0,0.003906449303030968
437,-19.0,-0.0011744479415938258
438,-20.0,0.0009006135514937341
439,-20.0,0.0005407012067735195
440,-21.0,-0.00806752685457468
441,-20.0,-0.009373417124152184
442,-21.0,-0.0032316932920366526
443,-21.0,0.009350049309432507
444,-21.0,-0.0034928107634186745
445,-20.0,0.0035283188335597515
446,-20.0,-0.0005019374657422304
447,-21.0,-0.005059470422565937
448,-20.0,0.0005675991997122765
449,-21.0,0.0005002691759727895
450,-19.0,-0.0002339087805012241
451,-21.0,-0.0029412773437798023
452,-21.0,0.00022812321549281478
453,-21.0,-0.0011563131120055914
454,-19.0,0.0005394144100137055
455,-19.0,-0.003358729649335146
456,-21.0,0.0013683876022696495
457,-19.0,-0.001877153874374926
458,-20.0,-0.0034109060652554035
459,-19.0,-0.002647835062816739
460,-18.0,-0.004456997383385897
461,-21.0,0.0002489565231371671
462,-21.0,-0.00461318576708436
463,-21.0,-0.006374749820679426
464,-21.0,0.00040574587183073163
465,-21.0,-0.0009963320335373282
466,-21.0,-0.007376583758741617
467,-21.0,-0.0022980959620326757
468,-20.0,0.002409338718280196
469,-21.0,-0.0010639657266438007
470,-20.0,-0.00360851944424212
471,-21.0,0.0006784017896279693
472,-21.0,-0.0038593399804085493
473,-19.0,-0.004713104106485844
474,-20.0,-0.004167817998677492
475,-21.0,-0.0016090221470221877
476,-21.0,0.0006101055187173188
477,-20.0,0.002646359149366617
478,-19.0,-0.0010232541244477034
479,-19.0,-0.008130304515361786
480,-19.0,0.00011118036491097882
481,-20.0,0.0027952834498137236
482,-21.0,-0.0017424796242266893
483,-21.0,-0.0009142482304014266
484,-21.0,-0.0035965407732874155
485,-20.0,-0.0007491357391700149
486,-20.0,-0.0062955040484666824
487,-21.0,-0.010059887543320656
488,-21.0,-0.0006118766614235938
489,-19.0,0.0019684971775859594
490,-21.0,0.0034349733032286167
491,-19.0,-0.0026159423869103193
492,-20.0,-0.006677184719592333
493,-21.0,0.0016347469063475728
494,-20.0,-0.00039863080019131303
495,-21.0,-0.006152968388050795
496,-21.0,-0.0005635975394397974
497,-21.0,0.003926753997802734
498,-20.0,0.0028097222093492746
499,-19.0,-0.008053048513829708
500,-21.0,-0.001457165228202939
501,-20.0,0.0006010527140460908
502,-20.0,-0.0013078250922262669
503,-20.0,-0.001475363620556891
504,-20.0,-0.005775574594736099
505,-19.0,-0.001191517454572022
506,-21.0,-0.005679568741470575
507,-20.0,0.0026004589162766933
508,-18.0,0.0015526213683187962
509,-18.0,-0.005156792234629393
510,-21.0,-0.0024012778885662556
511,-20.0,0.0008622409659437835
512,-19.0,0.001215385622344911
513,-20.0,-0.004750625230371952
514,-19.0,-0.000689054315444082
515,-18.0,-0.00250855996273458
516,-21.0,-0.008990366943180561
517,-21.0,-0.0019478143658488989
518,-19.0,-0.00443439744412899
519,-21.0,-0.003046239260584116
520,-20.0,-0.0027203960344195366
521,-20.0,-0.0005120598943904042
522,-20.0,-0.002636312274262309
523,-21.0,-0.00280002667568624
524,-20.0,-0.006511526182293892
525,-20.0,-0.00733916275203228
526,-21.0,-0.012722555547952652
527,-21.0,0.0039006653241813183
528,-20.0,-0.0007121787057258189
529,-20.0,-0.0003536625881679356
530,-19.0,-0.0010810816893354058
531,-20.0,-0.00020792112627532333
532,-20.0,0.004888869356364012
533,-20.0,0.0008972618961706758
534,-20.0,0.004696466960012913
535,-20.0,-0.0030716366600245237
536,-20.0,0.0029104710556566715
537,-19.0,-0.007094475440680981
538,-20.0,-0.00916367769241333
539,-20.0,-0.003313234308734536
540,-20.0,-0.0067345378920435905
541,-21.0,-0.005539495497941971
542,-19.0,-0.0008649632800370455
543,-21.0,-0.003853299655020237
544,-20.0,-0.0036245102528482676
545,-21.0,-0.003014498623088002
546,-21.0,-0.0006862621521577239
547,-21.0,0.007353904657065868
548,-20.0,0.0036146333441138268
549,-21.0,-0.010868693701922894
550,-21.0,0.00028178797219879925
551,-20.0,0.005611639469861984
552,-21.0,0.0003585316881071776
553,-19.0,-0.005981132388114929
554,-20.0,-0.0073625328950583935
555,-20.0,-0.007630510721355677
556,-21.0,0.0006739191594533622
557,-20.0,-0.003859209129586816
558,-20.0,-0.0038275732658803463
559,-20.0,-0.0018644091906026006
560,-19.0,-0.006014436949044466
561,-20.0,0.004727576859295368
562,-19.0,0.010346096009016037
563,-21.0,-0.007519411388784647
564,-19.0,-0.007687487173825502
565,-20.0,-0.005450732074677944
566,-18.0,-0.005417897831648588
567,-19.0,-0.0038076755590736866
568,-19.0,-0.001878459588624537
569,-20.0,0.0072416928596794605
570,-19.0,-0.0006070631206966937
571,-20.0,-0.0012091470416635275
572,-18.0,-0.0007475513848476112
573,-21.0,0.0036543479654937983
574,-21.0,0.012459536083042622
575,-20.0,0.0017892991891130805
576,-19.0,0.01135328970849514
577,-21.0,-0.013305693864822388
578,-18.0,0.005808940622955561
579,-19.0,-0.0059510343708097935
580,-21.0,-0.002681926591321826
581,-21.0,-0.005144227296113968
582,-20.0,-0.0076377191580832005
583,-19.0,-0.012584512121975422
584,-21.0,1.987253563129343e-05
585,-21.0,-0.002757379785180092
586,-20.0,0.010124245658516884
587,-21.0,0.0010080221109092236
588,-21.0,-0.0001798230950953439
589,-21.0,-0.003948649391531944
590,-21.0,-0.0019289663759991527
591,-18.0,0.0009704921394586563
592,-19.0,-0.0065675885416567326
593,-20.0,-0.003544188104569912
594,-21.0,-0.013923161663115025
595,-19.0,0.00045551819493994117
596,-17.0,4.6340068365680054e-05
597,-19.0,-0.008783354423940182
598,-20.0,-0.0054108258336782455
599,-20.0,0.00278832926414907
600,-20.0,-0.007638715673238039
601,-21.0,0.0011339267948642373
602,-20.0,-0.014385640621185303
603,-21.0,-0.01137059647589922
604,-21.0,-0.0003154934383928776
605,-20.0,-0.007590731605887413
606,-20.0,-0.004224197007715702
607,-20.0,0.004898741841316223
608,-21.0,-0.003676255699247122
609,-19.0,0.008185210637748241
610,-20.0,-0.013054003939032555
611,-21.0,-0.0012111663818359375
612,-19.0,-0.009626458398997784
613,-21.0,0.004565573297441006
614,-21.0,-0.015650199726223946
615,-19.0,-0.0049488842487335205
616,-18.0,0.0018160917097702622
617,-19.0,0.0004462682409211993
618,-20.0,-0.007852965965867043
619,-20.0,0.002626527100801468
620,-19.0,-0.004050076939165592
621,-20.0,0.00015536868886556476
622,-19.0,0.006946115754544735
623,-20.0,-0.007930869236588478
624,-19.0,0.009544692002236843
625,-21.0,0.0033263855148106813
626,-21.0,-0.0036654856521636248
627,-19.0,-0.012580052949488163
628,-21.0,0.0026997970417141914
629,-20.0,-0.0016900229966267943
630,-19.0,0.0011832808377221227
631,-19.0,-0.008782689459621906
632,-18.0,-0.000661189784295857
633,-21.0,0.010840308852493763
634,-19.0,0.0010857573943212628
635,-20.0,0.007094588130712509
636,-20.0,-0.014593342319130898
637,-20.0,0.003000536235049367
638,-21.0,-0.02532251738011837
639,-17.0,-0.00267591024748981
640,-20.0,-0.005464356392621994
641,-17.0,0.0018797237426042557
642,-19.0,-0.0023574719671159983
643,-17.0,0.0044475425966084
644,-21.0,0.0007417056476697326
645,-18.0,0.0008572431979700923
646,-20.0,0.008796656504273415
647,-20.0,-0.008886100724339485
648,-20.0,-0.006358948070555925
649,-19.0,0.009037678129971027
650,-21.0,-0.0023518463131040335
651,-20.0,0.0031351069919764996
652,-19.0,-0.002208373975008726
653,-20.0,-0.006188389845192432
654,-21.0,0.005466422997415066
655,-21.0,-0.006074327044188976
656,-19.0,-0.007471495773643255
657,-20.0,-5.020095341023989e-05
658,-19.0,0.007824696600437164
659,-21.0,0.003122059628367424
660,-19.0,-0.004525573458522558
661,-20.0,0.008060978725552559
662,-20.0,0.0052833701483905315
663,-21.0,0.0061661615036427975
664,-18.0,-0.01676502265036106
665,-17.0,0.002784962300211191
666,-20.0,0.0031047151423990726
667,-20.0,-0.011196349747478962
668,-18.0,-0.004528513643890619
669,-21.0,-0.0017044306732714176
670,-21.0,-0.013690751045942307
671,-19.0,0.0061719645746052265
672,-19.0,-0.007420127745717764
673,-20.0,-0.009866204112768173
674,-21.0,-0.0033759616781026125
675,-20.0,0.0006520494353026152
676,-21.0,0.003038381226360798
677,-20.0,-0.002107302425429225
678,-21.0,-0.021266784518957138
679,-19.0,0.0023859862703830004
680,-18.0,-0.0035051964223384857
681,-19.0,-0.015963129699230194
682,-16.0,-0.011658887378871441
683,-21.0,0.00982049759477377
684,-21.0,-0.000820796936750412
685,-19.0,-0.005156031809747219
686,-21.0,0.019580332562327385
687,-20.0,-0.013188050128519535
688,-21.0,0.008922111243009567
689,-20.0,-0.019259659573435783
690,-18.0,-0.007825205102562904
691,-20.0,0.003440790344029665
692,-19.0,0.000559458916541189
693,-19.0,0.00026050637825392187
694,-20.0,-0.009641770273447037
695,-21.0,0.001069664373062551
696,-21.0,-0.01602422259747982
697,-19.0,-0.0006983904750086367
698,-21.0,0.005427942611277103
699,-20.0,0.0023306237999349833
700,-20.0,0.0058562192134559155
701,-21.0,-0.003878712421283126
702,-19.0,-0.009732965379953384
703,-19.0,0.010003543458878994
704,-20.0,-0.007860700599849224
705,-20.0,0.00927524920552969
706,-20.0,0.0014402607921510935
707,-21.0,0.00024326294078491628
708,-20.0,0.004171378910541534
709,-19.0,0.0029732936527580023
710,-19.0,-0.008032047189772129
711,-20.0,-0.0008564159506931901
712,-21.0,-0.007023016922175884
713,-21.0,0.00022317745606414974
714,-17.0,-0.004492339212447405
715,-20.0,0.002755682449787855
716,-20.0,-0.0008825708646327257
717,-19.0,0.009283332154154778
718,-19.0,0.0007224871078506112
719,-20.0,-0.0015057985438033938
720,-20.0,-0.012518809176981449
721,-21.0,-0.008617055602371693
722,-20.0,-0.015286724083125591
723,-20.0,-0.01163502037525177
724,-20.0,0.01304608304053545
725,-21.0,-0.011394256725907326
726,-19.0,0.00048502552090212703
727,-18.0,-0.009562550112605095
728,-19.0,-0.0031219813972711563
729,-19.0,0.00467004394158721
730,-19.0,-0.012767958454787731
731,-20.0,-0.008608795702457428
732,-21.0,0.004818187095224857
733,-20.0,-0.00544170755892992
734,-21.0,-0.0035982357803732157
735,-20.0,-0.017102327197790146
736,-20.0,0.01013985276222229
737,-21.0,-0.008542906492948532
738,-21.0,0.016366440802812576
739,-21.0,-0.004828161094337702
740,-19.0,0.006268708501011133
741,-20.0,-0.0037839363794773817
742,-21.0,0.0056037912145257
743,-19.0,-0.0012680087238550186
744,-20.0,0.01148270908743143
745,-21.0,0.012977114878594875
746,-21.0,0.008777234703302383
747,-21.0,-0.007723201531916857
748,-19.0,-0.0042417412623763084
749,-20.0,0.002545451046898961
750,-21.0,0.006161665543913841
751,-21.0,0.005632920190691948
752,-20.0,0.001503647887147963
753,-20.0,-0.0030473074875772
754,-21.0,0.0005782778025604784
755,-19.0,-0.006382984574884176
756,-20.0,-0.005326593294739723
757,-21.0,-0.026999883353710175
758,-19.0,-0.002189450431615114
759,-17.0,0.007705116644501686
760,-20.0,-0.0008559720008634031
761,-20.0,0.0015743046533316374
762,-18.0,-0.0018808742752298713
763,-19.0,0.0043475735001266
764,-18.0,-0.001169615425169468
765,-19.0,0.010795947164297104
766,-21.0,-0.01193513348698616
767,-21.0,-0.007871132344007492
768,-21.0,-0.004806454759091139
769,-21.0,-0.01783118024468422
770,-18.0,0.008679556660354137
771,-20.0,-0.004267606884241104
772,-18.0,-0.00553745636716485
773,-19.0,-0.00463913707062602
774,-19.0,-0.0033005450386554003
775,-21.0,0.008292735554277897
776,-19.0,-0.003705419134348631
777,-21.0,0.0028245665598660707
778,-21.0,0.0021244341041892767
779,-18.0,0.005084980744868517
780,-19.0,0.0004496632027439773
781,-20.0,-0.016853954643011093
782,-19.0,-0.008707957342267036
783,-21.0,-0.006156231742352247
784,-20.0,-0.001251577865332365
785,-21.0,-0.009117993526160717
786,-20.0,0.005995654966682196
787,-21.0,0.0056635914370417595
788,-20.0,0.005297031719237566
789,-19.0,-0.008517301641404629
790,-19.0,-0.0245408546179533
791,-20.0,0.007474227342754602
792,-20.0,0.01213415339589119
793,-21.0,-0.004783552139997482
794,-21.0,-0.0005571593646891415
795,-21.0,-0.0231036189943552
796,-20.0,-0.012856467626988888
797,-21.0,-0.002761737210676074
798,-20.0,-0.01537489052861929
799,-21.0,-0.012652041390538216
800,-18.0,-0.005284108221530914
801,-18.0,0.01270977221429348
802,-21.0,-0.009730556048452854
803,-21.0,-0.006972083821892738
804,-20.0,-0.010056459344923496
805,-20.0,0.00038235209649428725
806,-21.0,-0.007679164409637451
807,-17.0,0.00033374648774042726
808,-19.0,0.004324882756918669
809,-21.0,0.009142753668129444
810,-19.0,-0.004381389357149601
811,-20.0,-0.0018768163863569498
812,-21.0,0.004790319129824638
813,-20.0,0.010405712760984898
814,-21.0,-0.012174222618341446
815,-20.0,0.013196676038205624
