episode,qmax
1,0.04563029855489731
2,0.04602861404418945
3,0.046246789395809174
4,0.04611114412546158
5,0.04692060500383377
6,0.0462774857878685
7,0.04462701082229614
8,0.046664997935295105
9,0.046077609062194824
10,0.04646793752908707
11,0.04622551053762436
12,0.04643455520272255
13,0.046102073043584824
14,0.045998506247997284
15,0.04539572447538376
16,0.04644215106964111
17,0.04686969518661499
18,0.04643770679831505
19,0.04615213721990585
20,0.04665873944759369
21,0.04608972743153572
22,0.04604154825210571
23,0.047184914350509644
24,0.04672025889158249
25,0.04600651189684868
26,0.04620680958032608
27,0.04584360867738724
28,0.047048646956682205
29,0.04638135805726051
30,0.045207321643829346
31,0.046553805470466614
32,0.04593862593173981
33,0.046985093504190445
34,0.04568559676408768
35,0.046053580939769745
36,0.04746435955166817
37,0.04570971056818962
38,0.04641009122133255
39,0.04598809778690338
40,0.04587439075112343
41,0.04570619389414787
42,0.045552100986242294
43,0.04636324942111969
44,0.04631403461098671
45,0.04680750519037247
46,0.046353451907634735
47,0.045667681843042374
48,0.046046968549489975
49,0.04607509821653366
50,0.046189457178115845
51,0.046461980789899826
52,0.04560970515012741
53,0.04695294797420502
54,0.04659420996904373
55,0.04598390311002731
56,0.04681246727705002
57,0.04646503925323486
58,0.04568677768111229
59,0.04643668234348297
60,0.046276167035102844
61,0.1027088314294815
62,0.07603608071804047
63,0.08327511698007584
64,0.10300910472869873
65,0.16649974882602692
66,0.17019230127334595
67,0.1746119260787964
68,0.2145700305700302
69,0.6154677867889404
70,0.3142926096916199
71,0.2590755820274353
72,0.3385128378868103
73,0.24930793046951294
74,0.38682350516319275
75,0.3914389908313751
76,0.40885603427886963
77,0.37902015447616577
78,0.516244113445282
79,0.551837682723999
80,0.507419764995575
81,0.5709201693534851
82,0.6038557887077332
83,0.7255346775054932
84,0.7484171390533447
85,0.9884105324745178
86,1.0040851831436157
87,0.9327294826507568
88,0.7781816124916077
89,0.9095914959907532
90,1.0886931419372559
91,0.9865318536758423
92,1.240551233291626
93,1.3153331279754639
94,1.0898511409759521
95,1.1088491678237915
96,1.1003199815750122
97,1.339443325996399
98,1.2375829219818115
99,1.0713533163070679
100,1.39616060256958
101,1.5623327493667603
102,1.5412101745605469
103,1.4287397861480713
104,1.8097516298294067
105,1.6247446537017822
106,1.6940783262252808
107,1.4728362560272217
108,1.6850968599319458
109,2.424553632736206
110,1.703287124633789
111,2.1243247985839844
112,1.8843233585357666
113,1.9592480659484863
114,2.032271146774292
115,1.946559190750122
116,2.1788532733917236
117,1.997864007949829
118,2.340169668197632
119,2.162513017654419
120,2.5453758239746094
121,2.538764715194702
122,2.1981029510498047
123,2.702216386795044
124,2.1478261947631836
125,2.6046810150146484
126,2.3511123657226562
127,2.7451419830322266
128,3.011411666870117
129,2.707381010055542
130,2.8048794269561768
131,2.9343838691711426
132,3.2660908699035645
133,2.9613003730773926
134,3.1994059085845947
135,3.2801012992858887
136,3.2813608646392822
137,3.1530673503875732
138,3.505126714706421
139,3.3409650325775146
140,3.612680196762085
141,3.2876899242401123
142,3.3943862915039062
143,3.140984296798706
144,3.2810003757476807
145,3.4019765853881836
146,3.3938090801239014
147,3.5692923069000244
148,3.7946412563323975
149,3.783900737762451
150,3.388331651687622
151,3.408703565597534
152,3.8088295459747314
153,4.130065441131592
154,4.2844953536987305
155,3.532545328140259
156,3.900725841522217
157,4.430435657501221
158,4.214799880981445
159,3.855952739715576
160,4.010893821716309
161,4.766097068786621
162,4.675285816192627
163,4.960534572601318
164,4.238123893737793
165,4.418843746185303
166,4.2123260498046875
167,5.536515712738037
168,5.122437477111816
169,5.165116310119629
170,5.343990325927734
171,4.458721160888672
172,4.476264476776123
173,5.12832498550415
174,4.976719856262207
175,5.511080741882324
176,5.4868950843811035
177,5.297381401062012
178,5.284248352050781
179,5.5615386962890625
180,7.045468807220459
181,5.893685817718506
182,5.059103488922119
183,5.135221481323242
184,6.21095609664917
185,5.2008748054504395
186,5.830664157867432
187,6.005743980407715
188,5.921889305114746
189,5.862602710723877
190,5.985843658447266
191,6.177340507507324
192,6.197649002075195
193,6.109486103057861
194,5.788685321807861
195,7.624206066131592
196,6.164312839508057
197,6.4826507568359375
198,6.444047451019287
199,5.884771823883057
200,6.974113941192627
201,7.25925350189209
202,6.903080463409424
203,7.562457084655762
204,7.106913089752197
205,7.352355003356934
206,7.412720203399658
207,7.615968704223633
208,7.21669864654541
209,7.5119123458862305
210,7.533254623413086
211,8.148012161254883
212,7.887982368469238
213,7.696773529052734
214,7.3143744468688965
215,7.825467586517334
216,7.77488899230957
217,7.851745128631592
218,7.889403343200684
219,8.081713676452637
220,8.272265434265137
221,8.057890892028809
222,8.092894554138184
223,8.17861270904541
224,8.293363571166992
225,8.600321769714355
