episode,qmax
1,0.124117411673069
2,0.1410277932882309
3,0.14060690999031067
4,0.1343965083360672
5,0.12849603593349457
6,0.9641534686088562
7,1.1641885042190552
8,1.2890400886535645
9,1.4000918865203857
10,1.5686672925949097
11,1.6687544584274292
12,1.751257061958313
13,1.7830572128295898
14,2.110588788986206
15,2.149477958679199
16,2.3296008110046387
17,2.4575717449188232
18,2.8148984909057617
19,2.885265350341797
20,3.27248215675354
21,3.3353641033172607
22,3.4051756858825684
23,3.633341073989868
24,3.7600677013397217
25,4.038658618927002
26,4.157659530639648
27,4.347665786743164
28,4.598397254943848
29,4.8981404304504395
30,5.072315216064453
31,5.15768575668335
32,5.717343807220459
33,5.924918174743652
34,5.802009582519531
35,6.332040786743164
36,6.731428623199463
37,7.003446102142334
38,7.641183376312256
39,7.964179992675781
40,8.366700172424316
41,8.474544525146484
42,8.829996109008789
43,9.835493087768555
44,9.388145446777344
45,9.926580429077148
46,10.024887084960938
47,10.91884708404541
48,10.78165054321289
49,10.372736930847168
50,11.768260955810547
51,10.851038932800293
52,12.003966331481934
53,12.285326957702637
54,12.238871574401855
55,12.739420890808105
56,13.145670890808105
57,12.299154281616211
58,13.552908897399902
59,14.660143852233887
60,14.974725723266602
61,14.712248802185059
62,14.231554985046387
63,14.832167625427246
64,15.629851341247559
65,14.896317481994629
66,16.20524787902832
67,15.64849853515625
68,17.357505798339844
69,17.472126007080078
70,16.585561752319336
71,17.29123306274414
72,18.27097511291504
73,17.226242065429688
74,18.05211067199707
75,19.015892028808594
76,19.024036407470703
77,18.975439071655273
78,19.131671905517578
79,18.993356704711914
80,19.276704788208008
81,19.269672393798828
82,18.98040771484375
83,19.737049102783203
84,19.58918571472168
85,20.77851104736328
86,20.544273376464844
87,20.531885147094727
88,21.251638412475586
89,20.920841217041016
90,21.560073852539062
91,22.025571823120117
92,21.903549194335938
93,22.118684768676758
94,22.332792282104492
95,22.7476863861084
96,22.666404724121094
97,22.267934799194336
98,22.885963439941406
99,23.12421989440918
100,23.17302131652832
101,23.26865577697754
102,23.620277404785156
103,23.806137084960938
104,24.65852928161621
105,24.21412467956543
106,24.593503952026367
107,24.704364776611328
108,24.67095375061035
109,25.029151916503906
110,25.56351089477539
111,25.069543838500977
112,25.21778106689453
113,26.015857696533203
114,25.8857364654541
115,25.52056312561035
116,26.016216278076172
117,27.365459442138672
118,26.292648315429688
119,25.956573486328125
120,26.48640251159668
121,26.779447555541992
122,26.850299835205078
123,27.530174255371094
124,27.318994522094727
125,27.04001808166504
126,27.087175369262695
127,27.06438636779785
128,27.3632755279541
129,27.717573165893555
130,27.606916427612305
131,27.807567596435547
132,28.047874450683594
133,28.693363189697266
134,29.763933181762695
135,28.242027282714844
136,28.760637283325195
137,28.497896194458008
138,29.085372924804688
139,28.675243377685547
140,30.879316329956055
141,29.612028121948242
142,29.291906356811523
143,29.841022491455078
144,29.286521911621094
145,29.35326385498047
146,29.614778518676758
147,29.400272369384766
148,29.65021514892578
149,29.718460083007812
150,30.63945960998535
151,31.734329223632812
152,31.071094512939453
153,31.63843536376953
154,30.37856674194336
155,29.54283332824707
156,31.428415298461914
157,30.376235961914062
158,32.52922821044922
159,31.237957000732422
160,30.918153762817383
161,30.872621536254883
162,31.668834686279297
163,31.11217498779297
164,32.32802963256836
165,31.754722595214844
166,32.001747131347656
167,31.979074478149414
168,32.01487350463867
169,31.503318786621094
170,33.72434616088867
171,32.21711730957031
172,32.56525802612305
173,33.37594985961914
174,32.275062561035156
175,34.254398345947266
176,33.295989990234375
177,33.74807357788086
178,32.87724304199219
179,32.45207977294922
180,32.85592269897461
181,32.96326446533203
182,33.538246154785156
183,34.54776382446289
184,33.42270278930664
185,34.66173553466797
186,33.70293426513672
187,32.28432083129883
188,34.42231750488281
189,34.73725509643555
190,32.79290771484375
191,34.05360412597656
192,33.94463348388672
193,35.1285285949707
194,33.69158935546875
195,35.19710159301758
196,34.94979476928711
197,35.22428512573242
198,34.29466247558594
199,32.713890075683594
200,34.67638397216797
201,33.77499771118164
202,35.357364654541016
203,36.507293701171875
204,34.748443603515625
205,35.2542839050293
206,34.6904296875
207,36.3779182434082
208,35.72827911376953
209,35.941856384277344
210,34.398216247558594
211,34.167518615722656
212,35.61457824707031
213,36.433021545410156
214,35.02580261230469
215,35.577083587646484
216,35.33646774291992
217,35.8231086730957
218,35.669837951660156
219,36.52431106567383
220,34.55255126953125
221,35.33924865722656
222,35.092926025390625
223,35.39501190185547
224,35.58784103393555
225,37.2087516784668
226,36.040000915527344
227,36.538490295410156
228,36.54822540283203
229,36.93745422363281
230,36.098724365234375
231,35.94906997680664
232,37.133201599121094
233,34.431236267089844
234,37.23359680175781
235,36.65531539916992
236,36.20025634765625
237,38.39223861694336
238,35.531246185302734
239,36.43968200683594
240,37.12468719482422
241,36.681827545166016
242,38.682491302490234
243,37.12565231323242
244,36.21738815307617
245,37.06068420410156
246,38.72887420654297
247,37.349517822265625
248,35.84478759765625
249,38.035518646240234
250,37.938045501708984
251,37.09042739868164
252,37.510074615478516
253,37.447322845458984
254,36.729820251464844
255,37.75739288330078
256,36.62759780883789
257,36.98945617675781
258,38.77718734741211
259,37.423805236816406
260,37.542083740234375
261,37.617801666259766
262,38.00183868408203
263,39.26011657714844
264,39.676048278808594
265,38.88060760498047
266,38.43544006347656
267,37.491241455078125
268,39.21614456176758
269,36.50935745239258
270,37.94818115234375
271,37.01202392578125
272,37.81388854980469
273,37.1478157043457
274,39.247737884521484
275,39.2760124206543
276,37.518184661865234
277,36.597808837890625
278,37.92489242553711
279,38.34700012207031
280,37.470855712890625
281,38.22553634643555
282,38.02808380126953
283,38.98447036743164
284,37.94355773925781
285,37.02720642089844
286,38.93775939941406
287,38.99980926513672
288,39.132381439208984
289,39.67332458496094
290,38.1972541809082
291,41.89643096923828
292,37.63725280761719
293,39.32522964477539
294,39.21119689941406
295,40.192138671875
296,39.04032897949219
297,38.97726821899414
298,37.7544059753418
299,39.422950744628906
300,38.90829086303711
301,41.04891586303711
302,38.74553298950195
303,38.27126693725586
304,39.932037353515625
305,38.46875762939453
306,38.606910705566406
307,40.47650146484375
308,40.415767669677734
309,38.19802474975586
310,39.197425842285156
311,38.70938491821289
312,38.43811798095703
313,39.32547378540039
314,41.388816833496094
315,40.587852478027344
316,38.98517608642578
317,38.897335052490234
318,39.57688903808594
319,39.386844635009766
320,39.08071517944336
321,38.894073486328125
